Student,Topic,Subtopic,Question,Type,Score
Student24,Coding,R_if_statements,Q33,prescore,1
Student24,Coding,R_if_statements,Q34,prescore,1
Student24,Coding,R_if_statements,Q35,prescore,1
Student24,Coding,R_if_statements,Q36,prescore,0
Student24,Coding,Linux_command_line,Q37,prescore,1
Student24,Coding,Linux_command_line,Q38,prescore,1
Student24,Coding,Linux_command_line,Q39,prescore,1
Student24,Coding,Linux_command_line,Q40,prescore,1
Student24,ProfDev,Authorship,Q41,prescore,0
Student24,ProfDev,Authorship,Q42,prescore,1
Student24,ProfDev,Authorship,Q43,prescore,1
Student24,ProfDev,Authorship,Q44,prescore,1
Student24,ProfDev,Reading_papers,Q45,prescore,1
Student24,ProfDev,Reading_papers,Q46,prescore,1
Student24,ProfDev,Reading_papers,Q47,prescore,1
Student24,ProfDev,Reading_papers,Q48,prescore,1
Student24,ProfDev,Writing_paper,Q49,prescore,1
Student24,ProfDev,Writing_paper,Q50,prescore,1
Student24,ProfDev,Writing_paper,Q51,prescore,1
Student24,ProfDev,Writing_paper,Q52,prescore,1
Student24,ProfDev,Coding_solutions,Q53,prescore,1
Student24,ProfDev,Coding_solutions,Q54,prescore,1
Student24,ProfDev,Coding_solutions,Q55,prescore,1
Student24,ProfDev,Coding_solutions,Q56,prescore,1
Student24,ProfDev,Interpreting_plots,Q57,prescore,0
Student24,ProfDev,Interpreting_plots,Q58,prescore,1
Student24,ProfDev,Interpreting_plots,Q59,prescore,1
Student24,ProfDev,Interpreting_plots,Q60,prescore,1
Student27,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student27,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student27,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student27,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student27,Biology,Sex_chromosomes,Q5,prescore,0
Student27,Biology,Sex_chromosomes,Q6,prescore,1
Student27,Biology,Sex_chromosomes,Q7,prescore,1
Student27,Biology,Sex_chromosomes,Q8,prescore,1
Student27,Biology,RNA_RNAseq,Q9,prescore,1
Student27,Biology,RNA_RNAseq,Q10,prescore,1
Student27,Biology,RNA_RNAseq,Q11,prescore,1
Student27,Biology,RNA_RNAseq,Q12,prescore,1
Student27,Biology,Gene_expression,Q13,prescore,0
Student27,Biology,Gene_expression,Q14,prescore,1
Student27,Biology,Gene_expression,Q15,prescore,1
Student27,Biology,Gene_expression,Q16,prescore,0
Student27,Biology,XCI,Q17,prescore,1
Student27,Biology,XCI,Q18,prescore,1
Student27,Biology,XCI,Q19,prescore,0
Student27,Biology,XCI,Q20,prescore,1
Student27,Coding,R_Rmd,Q21,prescore,1
Student27,Coding,R_Rmd,Q22,prescore,1
Student27,Coding,R_Rmd,Q23,prescore,1
Student27,Coding,R_Rmd,Q24,prescore,1
Student27,Coding,R_data_frames,Q25,prescore,0
Student27,Coding,R_data_frames,Q26,prescore,1
Student27,Coding,R_data_frames,Q27,prescore,0
Student27,Coding,R_data_frames,Q28,prescore,1
Student27,Coding,R_functions_loops,Q29,prescore,1
Student27,Coding,R_functions_loops,Q30,prescore,0
Student27,Coding,R_functions_loops,Q31,prescore,0
Student27,Coding,R_functions_loops,Q32,prescore,0
Student27,Coding,R_if_statements,Q33,prescore,1
Student27,Coding,R_if_statements,Q34,prescore,1
Student27,Coding,R_if_statements,Q35,prescore,1
Student27,Coding,R_if_statements,Q36,prescore,0
Student27,Coding,Linux_command_line,Q37,prescore,0
Student27,Coding,Linux_command_line,Q38,prescore,0
Student27,Coding,Linux_command_line,Q39,prescore,0
Student27,Coding,Linux_command_line,Q40,prescore,0
Student27,ProfDev,Authorship,Q41,prescore,0
Student27,ProfDev,Authorship,Q42,prescore,1
Student27,ProfDev,Authorship,Q43,prescore,0
Student27,ProfDev,Authorship,Q44,prescore,1
Student27,ProfDev,Reading_papers,Q45,prescore,1
Student27,ProfDev,Reading_papers,Q46,prescore,0
Student27,ProfDev,Reading_papers,Q47,prescore,1
Student27,ProfDev,Reading_papers,Q48,prescore,1
Student27,ProfDev,Writing_paper,Q49,prescore,1
Student27,ProfDev,Writing_paper,Q50,prescore,1
Student27,ProfDev,Writing_paper,Q51,prescore,1
Student27,ProfDev,Writing_paper,Q52,prescore,1
Student27,ProfDev,Coding_solutions,Q53,prescore,1
Student27,ProfDev,Coding_solutions,Q54,prescore,1
Student27,ProfDev,Coding_solutions,Q55,prescore,1
Student27,ProfDev,Coding_solutions,Q56,prescore,1
Student27,ProfDev,Interpreting_plots,Q57,prescore,1
Student27,ProfDev,Interpreting_plots,Q58,prescore,1
Student27,ProfDev,Interpreting_plots,Q59,prescore,1
Student27,ProfDev,Interpreting_plots,Q60,prescore,1
Student1,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student1,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student1,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student1,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student1,Biology,Sex_chromosomes,Q5,prescore,1
Student1,Biology,Sex_chromosomes,Q6,prescore,1
Student1,Biology,Sex_chromosomes,Q7,prescore,1
Student1,Biology,Sex_chromosomes,Q8,prescore,1
Student1,Biology,RNA_RNAseq,Q9,prescore,1
Student1,Biology,RNA_RNAseq,Q10,prescore,1
Student1,Biology,RNA_RNAseq,Q11,prescore,1
Student1,Biology,RNA_RNAseq,Q12,prescore,0
Student1,Biology,Gene_expression,Q13,prescore,0
Student1,Biology,Gene_expression,Q14,prescore,1
Student1,Biology,Gene_expression,Q15,prescore,1
Student1,Biology,Gene_expression,Q16,prescore,1
Student1,Biology,XCI,Q17,prescore,1
Student1,Biology,XCI,Q18,prescore,1
Student1,Biology,XCI,Q19,prescore,0
Student1,Biology,XCI,Q20,prescore,0
Student1,Coding,R_Rmd,Q21,prescore,1
Student1,Coding,R_Rmd,Q22,prescore,1
Student1,Coding,R_Rmd,Q23,prescore,1
Student1,Coding,R_Rmd,Q24,prescore,1
Student1,Coding,R_data_frames,Q25,prescore,1
Student1,Coding,R_data_frames,Q26,prescore,0
Student1,Coding,R_data_frames,Q27,prescore,1
Student1,Coding,R_data_frames,Q28,prescore,0
Student1,Coding,R_functions_loops,Q29,prescore,1
Student1,Coding,R_functions_loops,Q30,prescore,1
Student1,Coding,R_functions_loops,Q31,prescore,0
Student1,Coding,R_functions_loops,Q32,prescore,1
Student1,Coding,R_if_statements,Q33,prescore,1
Student1,Coding,R_if_statements,Q34,prescore,1
Student1,Coding,R_if_statements,Q35,prescore,0
Student1,Coding,R_if_statements,Q36,prescore,1
Student1,Coding,Linux_command_line,Q37,prescore,1
Student1,Coding,Linux_command_line,Q38,prescore,0
Student1,Coding,Linux_command_line,Q39,prescore,1
Student1,Coding,Linux_command_line,Q40,prescore,0
Student1,ProfDev,Authorship,Q41,prescore,0
Student1,ProfDev,Authorship,Q42,prescore,1
Student1,ProfDev,Authorship,Q43,prescore,0
Student1,ProfDev,Authorship,Q44,prescore,1
Student1,ProfDev,Reading_papers,Q45,prescore,1
Student1,ProfDev,Reading_papers,Q46,prescore,0
Student1,ProfDev,Reading_papers,Q47,prescore,1
Student1,ProfDev,Reading_papers,Q48,prescore,1
Student1,ProfDev,Writing_paper,Q49,prescore,1
Student1,ProfDev,Writing_paper,Q50,prescore,1
Student1,ProfDev,Writing_paper,Q51,prescore,1
Student1,ProfDev,Writing_paper,Q52,prescore,0
Student1,ProfDev,Coding_solutions,Q53,prescore,1
Student1,ProfDev,Coding_solutions,Q54,prescore,1
Student1,ProfDev,Coding_solutions,Q55,prescore,1
Student1,ProfDev,Coding_solutions,Q56,prescore,1
Student1,ProfDev,Interpreting_plots,Q57,prescore,1
Student1,ProfDev,Interpreting_plots,Q58,prescore,1
Student1,ProfDev,Interpreting_plots,Q59,prescore,1
Student1,ProfDev,Interpreting_plots,Q60,prescore,1
Student10,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student10,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student10,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student10,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student10,Biology,Sex_chromosomes,Q5,prescore,1
Student10,Biology,Sex_chromosomes,Q6,prescore,1
Student10,Biology,Sex_chromosomes,Q7,prescore,1
Student10,Biology,Sex_chromosomes,Q8,prescore,1
Student10,Biology,RNA_RNAseq,Q9,prescore,1
Student10,Biology,RNA_RNAseq,Q10,prescore,1
Student10,Biology,RNA_RNAseq,Q11,prescore,1
Student10,Biology,RNA_RNAseq,Q12,prescore,0
Student10,Biology,Gene_expression,Q13,prescore,1
Student10,Biology,Gene_expression,Q14,prescore,1
Student10,Biology,Gene_expression,Q15,prescore,1
Student10,Biology,Gene_expression,Q16,prescore,1
Student10,Biology,XCI,Q17,prescore,1
Student10,Biology,XCI,Q18,prescore,1
Student10,Biology,XCI,Q19,prescore,1
Student10,Biology,XCI,Q20,prescore,1
Student10,Coding,R_Rmd,Q21,prescore,1
Student10,Coding,R_Rmd,Q22,prescore,1
Student10,Coding,R_Rmd,Q23,prescore,0
Student10,Coding,R_Rmd,Q24,prescore,1
Student10,Coding,R_data_frames,Q25,prescore,1
Student10,Coding,R_data_frames,Q26,prescore,1
Student10,Coding,R_data_frames,Q27,prescore,0
Student10,Coding,R_data_frames,Q28,prescore,0
Student10,Coding,R_functions_loops,Q29,prescore,0
Student10,Coding,R_functions_loops,Q30,prescore,0
Student10,Coding,R_functions_loops,Q31,prescore,0
Student10,Coding,R_functions_loops,Q32,prescore,1
Student10,Coding,R_if_statements,Q33,prescore,1
Student10,Coding,R_if_statements,Q34,prescore,0
Student10,Coding,R_if_statements,Q35,prescore,0
Student10,Coding,R_if_statements,Q36,prescore,1
Student10,Coding,Linux_command_line,Q37,prescore,1
Student10,Coding,Linux_command_line,Q38,prescore,0
Student10,Coding,Linux_command_line,Q39,prescore,0
Student10,Coding,Linux_command_line,Q40,prescore,1
Student10,ProfDev,Authorship,Q41,prescore,0
Student10,ProfDev,Authorship,Q42,prescore,0
Student10,ProfDev,Authorship,Q43,prescore,1
Student10,ProfDev,Authorship,Q44,prescore,1
Student10,ProfDev,Reading_papers,Q45,prescore,1
Student10,ProfDev,Reading_papers,Q46,prescore,0
Student10,ProfDev,Reading_papers,Q47,prescore,1
Student10,ProfDev,Reading_papers,Q48,prescore,1
Student10,ProfDev,Writing_paper,Q49,prescore,1
Student10,ProfDev,Writing_paper,Q50,prescore,1
Student10,ProfDev,Writing_paper,Q51,prescore,1
Student10,ProfDev,Writing_paper,Q52,prescore,0
Student10,ProfDev,Coding_solutions,Q53,prescore,1
Student10,ProfDev,Coding_solutions,Q54,prescore,1
Student10,ProfDev,Coding_solutions,Q55,prescore,1
Student10,ProfDev,Coding_solutions,Q56,prescore,1
Student10,ProfDev,Interpreting_plots,Q57,prescore,1
Student10,ProfDev,Interpreting_plots,Q58,prescore,1
Student10,ProfDev,Interpreting_plots,Q59,prescore,1
Student10,ProfDev,Interpreting_plots,Q60,prescore,1
Student33,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student33,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student33,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student33,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student33,Biology,Sex_chromosomes,Q5,prescore,1
Student33,Biology,Sex_chromosomes,Q6,prescore,1
Student33,Biology,Sex_chromosomes,Q7,prescore,1
Student33,Biology,Sex_chromosomes,Q8,prescore,1
Student33,Biology,RNA_RNAseq,Q9,prescore,1
Student33,Biology,RNA_RNAseq,Q10,prescore,0
Student33,Biology,RNA_RNAseq,Q11,prescore,1
Student33,Biology,RNA_RNAseq,Q12,prescore,0
Student33,Biology,Gene_expression,Q13,prescore,0
Student33,Biology,Gene_expression,Q14,prescore,1
Student33,Biology,Gene_expression,Q15,prescore,1
Student33,Biology,Gene_expression,Q16,prescore,1
Student33,Biology,XCI,Q17,prescore,1
Student33,Biology,XCI,Q18,prescore,1
Student33,Biology,XCI,Q19,prescore,0
Student33,Biology,XCI,Q20,prescore,0
Student33,Coding,R_Rmd,Q21,prescore,1
Student33,Coding,R_Rmd,Q22,prescore,1
Student33,Coding,R_Rmd,Q23,prescore,1
Student33,Coding,R_Rmd,Q24,prescore,1
Student33,Coding,R_data_frames,Q25,prescore,1
Student33,Coding,R_data_frames,Q26,prescore,0
Student33,Coding,R_data_frames,Q27,prescore,1
Student33,Coding,R_data_frames,Q28,prescore,1
Student33,Coding,R_functions_loops,Q29,prescore,1
Student33,Coding,R_functions_loops,Q30,prescore,1
Student33,Coding,R_functions_loops,Q31,prescore,1
Student33,Coding,R_functions_loops,Q32,prescore,0
Student33,Coding,R_if_statements,Q33,prescore,0
Student33,Coding,R_if_statements,Q34,prescore,1
Student33,Coding,R_if_statements,Q35,prescore,0
Student33,Coding,R_if_statements,Q36,prescore,1
Student33,Coding,Linux_command_line,Q37,prescore,1
Student33,Coding,Linux_command_line,Q38,prescore,0
Student33,Coding,Linux_command_line,Q39,prescore,0
Student33,Coding,Linux_command_line,Q40,prescore,1
Student33,ProfDev,Authorship,Q41,prescore,0
Student33,ProfDev,Authorship,Q42,prescore,1
Student33,ProfDev,Authorship,Q43,prescore,0
Student33,ProfDev,Authorship,Q44,prescore,1
Student33,ProfDev,Reading_papers,Q45,prescore,1
Student33,ProfDev,Reading_papers,Q46,prescore,1
Student33,ProfDev,Reading_papers,Q47,prescore,1
Student33,ProfDev,Reading_papers,Q48,prescore,1
Student33,ProfDev,Writing_paper,Q49,prescore,1
Student33,ProfDev,Writing_paper,Q50,prescore,1
Student33,ProfDev,Writing_paper,Q51,prescore,1
Student33,ProfDev,Writing_paper,Q52,prescore,0
Student33,ProfDev,Coding_solutions,Q53,prescore,1
Student33,ProfDev,Coding_solutions,Q54,prescore,1
Student33,ProfDev,Coding_solutions,Q55,prescore,1
Student33,ProfDev,Coding_solutions,Q56,prescore,1
Student33,ProfDev,Interpreting_plots,Q57,prescore,1
Student33,ProfDev,Interpreting_plots,Q58,prescore,1
Student33,ProfDev,Interpreting_plots,Q59,prescore,1
Student33,ProfDev,Interpreting_plots,Q60,prescore,1
Student22,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student22,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student22,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student22,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student22,Biology,Sex_chromosomes,Q5,prescore,0
Student22,Biology,Sex_chromosomes,Q6,prescore,1
Student22,Biology,Sex_chromosomes,Q7,prescore,1
Student22,Biology,Sex_chromosomes,Q8,prescore,1
Student22,Biology,RNA_RNAseq,Q9,prescore,1
Student22,Biology,RNA_RNAseq,Q10,prescore,1
Student22,Biology,RNA_RNAseq,Q11,prescore,1
Student22,Biology,RNA_RNAseq,Q12,prescore,1
Student22,Biology,Gene_expression,Q13,prescore,1
Student22,Biology,Gene_expression,Q14,prescore,1
Student22,Biology,Gene_expression,Q15,prescore,1
Student22,Biology,Gene_expression,Q16,prescore,0
Student22,Biology,XCI,Q17,prescore,0
Student22,Biology,XCI,Q18,prescore,1
Student22,Biology,XCI,Q19,prescore,0
Student22,Biology,XCI,Q20,prescore,1
Student22,Coding,R_Rmd,Q21,prescore,1
Student22,Coding,R_Rmd,Q22,prescore,1
Student22,Coding,R_Rmd,Q23,prescore,1
Student22,Coding,R_Rmd,Q24,prescore,1
Student22,Coding,R_data_frames,Q25,prescore,0
Student22,Coding,R_data_frames,Q26,prescore,1
Student22,Coding,R_data_frames,Q27,prescore,1
Student22,Coding,R_data_frames,Q28,prescore,1
Student22,Coding,R_functions_loops,Q29,prescore,1
Student22,Coding,R_functions_loops,Q30,prescore,1
Student22,Coding,R_functions_loops,Q31,prescore,0
Student22,Coding,R_functions_loops,Q32,prescore,1
Student22,Coding,R_if_statements,Q33,prescore,0
Student22,Coding,R_if_statements,Q34,prescore,1
Student22,Coding,R_if_statements,Q35,prescore,1
Student22,Coding,R_if_statements,Q36,prescore,0
Student22,Coding,Linux_command_line,Q37,prescore,1
Student22,Coding,Linux_command_line,Q38,prescore,1
Student22,Coding,Linux_command_line,Q39,prescore,1
Student22,Coding,Linux_command_line,Q40,prescore,1
Student22,ProfDev,Authorship,Q41,prescore,0
Student22,ProfDev,Authorship,Q42,prescore,1
Student22,ProfDev,Authorship,Q43,prescore,0
Student22,ProfDev,Authorship,Q44,prescore,1
Student22,ProfDev,Reading_papers,Q45,prescore,1
Student22,ProfDev,Reading_papers,Q46,prescore,0
Student22,ProfDev,Reading_papers,Q47,prescore,1
Student22,ProfDev,Reading_papers,Q48,prescore,0
Student22,ProfDev,Writing_paper,Q49,prescore,1
Student22,ProfDev,Writing_paper,Q50,prescore,1
Student22,ProfDev,Writing_paper,Q51,prescore,1
Student22,ProfDev,Writing_paper,Q52,prescore,0
Student22,ProfDev,Coding_solutions,Q53,prescore,1
Student22,ProfDev,Coding_solutions,Q54,prescore,0
Student22,ProfDev,Coding_solutions,Q55,prescore,1
Student22,ProfDev,Coding_solutions,Q56,prescore,1
Student22,ProfDev,Interpreting_plots,Q57,prescore,1
Student22,ProfDev,Interpreting_plots,Q58,prescore,1
Student22,ProfDev,Interpreting_plots,Q59,prescore,1
Student22,ProfDev,Interpreting_plots,Q60,prescore,1
Student28,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student28,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student28,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student28,Biology,Cancer_biology_cell_lines,Q4,prescore,0
Student28,Biology,Sex_chromosomes,Q5,prescore,0
Student28,Biology,Sex_chromosomes,Q6,prescore,1
Student28,Biology,Sex_chromosomes,Q7,prescore,0
Student28,Biology,Sex_chromosomes,Q8,prescore,1
Student28,Biology,RNA_RNAseq,Q9,prescore,1
Student28,Biology,RNA_RNAseq,Q10,prescore,1
Student28,Biology,RNA_RNAseq,Q11,prescore,1
Student28,Biology,RNA_RNAseq,Q12,prescore,1
Student28,Biology,Gene_expression,Q13,prescore,0
Student28,Biology,Gene_expression,Q14,prescore,1
Student28,Biology,Gene_expression,Q15,prescore,1
Student28,Biology,Gene_expression,Q16,prescore,1
Student28,Biology,XCI,Q17,prescore,1
Student28,Biology,XCI,Q18,prescore,1
Student28,Biology,XCI,Q19,prescore,0
Student28,Biology,XCI,Q20,prescore,1
Student28,Coding,R_Rmd,Q21,prescore,1
Student28,Coding,R_Rmd,Q22,prescore,1
Student28,Coding,R_Rmd,Q23,prescore,1
Student28,Coding,R_Rmd,Q24,prescore,1
Student28,Coding,R_data_frames,Q25,prescore,0
Student28,Coding,R_data_frames,Q26,prescore,1
Student28,Coding,R_data_frames,Q27,prescore,0
Student28,Coding,R_data_frames,Q28,prescore,1
Student28,Coding,R_functions_loops,Q29,prescore,1
Student28,Coding,R_functions_loops,Q30,prescore,1
Student28,Coding,R_functions_loops,Q31,prescore,1
Student28,Coding,R_functions_loops,Q32,prescore,1
Student28,Coding,R_if_statements,Q33,prescore,1
Student28,Coding,R_if_statements,Q34,prescore,1
Student28,Coding,R_if_statements,Q35,prescore,1
Student28,Coding,R_if_statements,Q36,prescore,1
Student28,Coding,Linux_command_line,Q37,prescore,1
Student28,Coding,Linux_command_line,Q38,prescore,1
Student28,Coding,Linux_command_line,Q39,prescore,1
Student28,Coding,Linux_command_line,Q40,prescore,0
Student28,ProfDev,Authorship,Q41,prescore,0
Student28,ProfDev,Authorship,Q42,prescore,1
Student28,ProfDev,Authorship,Q43,prescore,0
Student28,ProfDev,Authorship,Q44,prescore,1
Student28,ProfDev,Reading_papers,Q45,prescore,1
Student28,ProfDev,Reading_papers,Q46,prescore,0
Student28,ProfDev,Reading_papers,Q47,prescore,1
Student28,ProfDev,Reading_papers,Q48,prescore,1
Student28,ProfDev,Writing_paper,Q49,prescore,1
Student28,ProfDev,Writing_paper,Q50,prescore,1
Student28,ProfDev,Writing_paper,Q51,prescore,1
Student28,ProfDev,Writing_paper,Q52,prescore,0
Student28,ProfDev,Coding_solutions,Q53,prescore,1
Student28,ProfDev,Coding_solutions,Q54,prescore,1
Student28,ProfDev,Coding_solutions,Q55,prescore,1
Student28,ProfDev,Coding_solutions,Q56,prescore,1
Student28,ProfDev,Interpreting_plots,Q57,prescore,1
Student28,ProfDev,Interpreting_plots,Q58,prescore,1
Student28,ProfDev,Interpreting_plots,Q59,prescore,1
Student28,ProfDev,Interpreting_plots,Q60,prescore,0
Student37,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student37,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student37,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student37,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student37,Biology,Sex_chromosomes,Q5,prescore,1
Student37,Biology,Sex_chromosomes,Q6,prescore,1
Student37,Biology,Sex_chromosomes,Q7,prescore,1
Student37,Biology,Sex_chromosomes,Q8,prescore,1
Student37,Biology,RNA_RNAseq,Q9,prescore,1
Student37,Biology,RNA_RNAseq,Q10,prescore,1
Student37,Biology,RNA_RNAseq,Q11,prescore,1
Student37,Biology,RNA_RNAseq,Q12,prescore,1
Student37,Biology,Gene_expression,Q13,prescore,1
Student37,Biology,Gene_expression,Q14,prescore,1
Student37,Biology,Gene_expression,Q15,prescore,1
Student37,Biology,Gene_expression,Q16,prescore,1
Student37,Biology,XCI,Q17,prescore,1
Student37,Biology,XCI,Q18,prescore,1
Student37,Biology,XCI,Q19,prescore,1
Student37,Biology,XCI,Q20,prescore,1
Student37,Coding,R_Rmd,Q21,prescore,1
Student37,Coding,R_Rmd,Q22,prescore,1
Student37,Coding,R_Rmd,Q23,prescore,1
Student37,Coding,R_Rmd,Q24,prescore,1
Student37,Coding,R_data_frames,Q25,prescore,0
Student37,Coding,R_data_frames,Q26,prescore,1
Student37,Coding,R_data_frames,Q27,prescore,1
Student37,Coding,R_data_frames,Q28,prescore,1
Student37,Coding,R_functions_loops,Q29,prescore,1
Student37,Coding,R_functions_loops,Q30,prescore,1
Student37,Coding,R_functions_loops,Q31,prescore,0
Student37,Coding,R_functions_loops,Q32,prescore,1
Student37,Coding,R_if_statements,Q33,prescore,1
Student37,Coding,R_if_statements,Q34,prescore,1
Student37,Coding,R_if_statements,Q35,prescore,1
Student37,Coding,R_if_statements,Q36,prescore,1
Student37,Coding,Linux_command_line,Q37,prescore,1
Student37,Coding,Linux_command_line,Q38,prescore,0
Student37,Coding,Linux_command_line,Q39,prescore,0
Student37,Coding,Linux_command_line,Q40,prescore,0
Student37,ProfDev,Authorship,Q41,prescore,1
Student37,ProfDev,Authorship,Q42,prescore,0
Student37,ProfDev,Authorship,Q43,prescore,0
Student37,ProfDev,Authorship,Q44,prescore,0
Student37,ProfDev,Reading_papers,Q45,prescore,1
Student37,ProfDev,Reading_papers,Q46,prescore,1
Student37,ProfDev,Reading_papers,Q47,prescore,1
Student37,ProfDev,Reading_papers,Q48,prescore,1
Student37,ProfDev,Writing_paper,Q49,prescore,1
Student37,ProfDev,Writing_paper,Q50,prescore,1
Student37,ProfDev,Writing_paper,Q51,prescore,1
Student37,ProfDev,Writing_paper,Q52,prescore,1
Student37,ProfDev,Coding_solutions,Q53,prescore,1
Student37,ProfDev,Coding_solutions,Q54,prescore,1
Student37,ProfDev,Coding_solutions,Q55,prescore,1
Student37,ProfDev,Coding_solutions,Q56,prescore,1
Student37,ProfDev,Interpreting_plots,Q57,prescore,1
Student37,ProfDev,Interpreting_plots,Q58,prescore,1
Student37,ProfDev,Interpreting_plots,Q59,prescore,1
Student37,ProfDev,Interpreting_plots,Q60,prescore,1
Student25,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student25,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student25,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student25,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student25,Biology,Sex_chromosomes,Q5,prescore,0
Student25,Biology,Sex_chromosomes,Q6,prescore,1
Student25,Biology,Sex_chromosomes,Q7,prescore,1
Student25,Biology,Sex_chromosomes,Q8,prescore,1
Student25,Biology,RNA_RNAseq,Q9,prescore,0
Student25,Biology,RNA_RNAseq,Q10,prescore,1
Student25,Biology,RNA_RNAseq,Q11,prescore,1
Student25,Biology,RNA_RNAseq,Q12,prescore,1
Student25,Biology,Gene_expression,Q13,prescore,0
Student25,Biology,Gene_expression,Q14,prescore,1
Student25,Biology,Gene_expression,Q15,prescore,1
Student25,Biology,Gene_expression,Q16,prescore,1
Student25,Biology,XCI,Q17,prescore,1
Student25,Biology,XCI,Q18,prescore,1
Student25,Biology,XCI,Q19,prescore,0
Student25,Biology,XCI,Q20,prescore,0
Student25,Coding,R_Rmd,Q21,prescore,1
Student25,Coding,R_Rmd,Q22,prescore,1
Student25,Coding,R_Rmd,Q23,prescore,1
Student25,Coding,R_Rmd,Q24,prescore,1
Student25,Coding,R_data_frames,Q25,prescore,0
Student25,Coding,R_data_frames,Q26,prescore,1
Student25,Coding,R_data_frames,Q27,prescore,1
Student25,Coding,R_data_frames,Q28,prescore,0
Student25,Coding,R_functions_loops,Q29,prescore,1
Student25,Coding,R_functions_loops,Q30,prescore,1
Student25,Coding,R_functions_loops,Q31,prescore,1
Student25,Coding,R_functions_loops,Q32,prescore,1
Student25,Coding,R_if_statements,Q33,prescore,1
Student25,Coding,R_if_statements,Q34,prescore,1
Student25,Coding,R_if_statements,Q35,prescore,0
Student25,Coding,R_if_statements,Q36,prescore,0
Student25,Coding,Linux_command_line,Q37,prescore,1
Student25,Coding,Linux_command_line,Q38,prescore,1
Student25,Coding,Linux_command_line,Q39,prescore,1
Student25,Coding,Linux_command_line,Q40,prescore,0
Student25,ProfDev,Authorship,Q41,prescore,0
Student25,ProfDev,Authorship,Q42,prescore,1
Student25,ProfDev,Authorship,Q43,prescore,0
Student25,ProfDev,Authorship,Q44,prescore,1
Student25,ProfDev,Reading_papers,Q45,prescore,1
Student25,ProfDev,Reading_papers,Q46,prescore,0
Student25,ProfDev,Reading_papers,Q47,prescore,1
Student25,ProfDev,Reading_papers,Q48,prescore,1
Student25,ProfDev,Writing_paper,Q49,prescore,1
Student25,ProfDev,Writing_paper,Q50,prescore,1
Student25,ProfDev,Writing_paper,Q51,prescore,1
Student25,ProfDev,Writing_paper,Q52,prescore,1
Student25,ProfDev,Coding_solutions,Q53,prescore,1
Student25,ProfDev,Coding_solutions,Q54,prescore,1
Student25,ProfDev,Coding_solutions,Q55,prescore,1
Student25,ProfDev,Coding_solutions,Q56,prescore,1
Student25,ProfDev,Interpreting_plots,Q57,prescore,1
Student25,ProfDev,Interpreting_plots,Q58,prescore,1
Student25,ProfDev,Interpreting_plots,Q59,prescore,1
Student25,ProfDev,Interpreting_plots,Q60,prescore,1
Student4,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student4,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student4,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student4,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student4,Biology,Sex_chromosomes,Q5,prescore,1
Student4,Biology,Sex_chromosomes,Q6,prescore,1
Student4,Biology,Sex_chromosomes,Q7,prescore,1
Student4,Biology,Sex_chromosomes,Q8,prescore,1
Student4,Biology,RNA_RNAseq,Q9,prescore,1
Student4,Biology,RNA_RNAseq,Q10,prescore,1
Student4,Biology,RNA_RNAseq,Q11,prescore,1
Student4,Biology,RNA_RNAseq,Q12,prescore,1
Student4,Biology,Gene_expression,Q13,prescore,0
Student4,Biology,Gene_expression,Q14,prescore,1
Student4,Biology,Gene_expression,Q15,prescore,1
Student4,Biology,Gene_expression,Q16,prescore,1
Student4,Biology,XCI,Q17,prescore,1
